Company_Brand,HeadQuarter,Sector,What_it_does,Amount,Stage,Stage_category,Funding_year,Sector_category
Capital Quotient,Bangalore,Fintech,Investment advisor,6000000.0,Undisclosed,Others,2020,unknown
Karfa,Delhi,Ecommerce,It sells products crafted by artisans,250000.0,Seed Round,Seed,2020,Consumer Discretionary
Bounce,Bangalore,Automotive and Rentals,Offers a variety of bikes and scooters that can be rented on a subscription basis,975000000.0,Series D,"Series B,C,D&E",2020,Consumer Discretionary
Zinier,Bangalore,Automation,Provides intelligent field service automation,900000000.0,Series C,"Series B,C,D&E",2020,Information Technology
ProEves,Delhi,Preschool Daycare,"Provides tech-enabled, end-to-end childcare support solutions for corporate and retail consumers",5070000.0,Seed Round,Seed,2020,Consumer Discretionary
Toddle,Bengaluru,Fintech,Collaboration and productivity platform for teachers across the world,0.0,Undisclosed,Others,2020,unknown
Capital Float,Bangalore,Fintech,Digital lending,150000000.0,Undisclosed,Others,2020,unknown
Ninjacart,Bangalore,B2B Agritech,Online grocery delivery platform,100000000.0,Series C,"Series B,C,D&E",2020,unknown
Wysh,Hyderabad,E-connect,Celebrity engagement and wishing platform,20000000.0,Series A,Series A,2020,Consumer Discretionary
Keito,Pune,AI,Enterprise productivity startup,1600000.0,Seed Round,Seed,2020,Information Technology
Aadhar,Mumbai,Ecommerce,Ayurveda wellness and lifestyle consumer brand,0.0,Seed Round,Seed,2020,Consumer Discretionary
IncubateHub,Bengaluru,Tech hub,Provides platform for Corporates to connect establish brand presence among innovation community,0.0,Undisclosed,Others,2020,Consumer Discretionary
Rage Coffee,Delhi,FMCG,Provides effective Instant Coffee Infused with Natural Brain Vitamins & Plant Based Cognitive Enhancers,0.0,Undisclosed,Others,2020,Consumer Discretionary
Skilancer,Noida,Technology,Solar module cleaning system [MCS] providers,0.0,Undisclosed,Others,2020,unknown
Harappa Education,New Delhi,Edtech,Provides online courses on foundational skills,0.0,Undisclosed,Others,2020,unknown
Axio Biosolutions,Bangalore,Medtech,Medical device manufacturer,52000000.0,Series B,"Series B,C,D&E",2020,unknown
PayMart,Chandigarh,Fintech,Provides cardless cash withdrawals through small merchants shops,0.0,Undisclosed,Others,2020,unknown
FabAlley,Noida,Ecommerce,Online fashion store,11000000.0,Undisclosed,Others,2020,Consumer Discretionary
Generico,Mumbai,Pharmacy,Generic medicine focussed retail chain,14000000.0,Undisclosed,Others,2020,unknown
HighRadius,Hyderabad,SaaS,"An AI-based platform, to automate accounts receivables and treasury processes.",1250000000.0,Series B,"Series B,C,D&E",2020,unknown
Chai Kings,Chennai,Beverage,It offers a range of tea in various flavour,10000000.0,Undisclosed,Others,2020,Consumer Discretionary
Rivigo,Gurugram,Logistics,"It offers delivery services across India to retail, e-commerce, pharmaceutical, automobile and FMCG companies",34000000.0,Series F,,2020,Industrial
BuildPan,Indore,SaaS,"It helps developers to test, integrate and deploy apps",0.0,Seed Round,Seed,2020,unknown
Super Surfaces,Hyderabad,Deisgning,A design solution based company,5000000.0,Series A,Series A,2020,Consumer Discretionary
Quicko,Ahmedabad,Taxation,Online tax planning and filing platform,2800000.0,Undisclosed,Others,2020,Consumer Discretionary
Satin Creditcare,Gurgaon,Fintech,A micro finance company,150000000.0,Undisclosed,Others,2020,unknown
FarmERP,Pune,Agritech,Smart agriculture management ERP software platform,0.0,Series A,Series A,2020,unknown
GoMechanic,Delhi,Automobile Technology,Find automobile repair and maintenance service providers,147000000.0,Series B,"Series B,C,D&E",2020,Consumer Discretionary
Fashor,Chennai,Fashion,Women’s fashion and apparel,10000000.0,Pre Series A,Pre-seed,2020,Consumer Discretionary
Leverage Edu,Delhi,Edtech,AI enabled marketplace that provides career guidance,15000000.0,Undisclosed,Others,2020,unknown
Purplle,Mumbai,Cosmetics,Online makeup and beauty products retailer,80000000.0,Undisclosed,Others,2020,Consumer Discretionary
Shuttl,Delhi,Transport,App based bus aggregator serice,80430000.0,Series C,"Series B,C,D&E",2020,unknown
Pando,Chennai,Logitech,Networked logistics management software,90000000.0,Series A,Series A,2020,unknown
Unbox Robotics,Bangalore,AI startup,"Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.",1200000.0,Pre-series A,Pre-seed,2021,Information Technology
upGrad,Mumbai,EdTech,UpGrad is an online higher education platform.,120000000.0,Seed,unknown,2021,Information Technology
Lead School,Mumbai,EdTech,LEAD School offers technology based school transformation system that assures excellent learning for every child.,30000000.0,Series D,"Series B,C,D&E",2021,Information Technology
Bizongo,Mumbai,B2B E-commerce,Bizongo is a business-to-business online marketplace for packaging products.,51000000.0,Series C,"Series B,C,D&E",2021,Consumer Discretionary
FypMoney,Gurugram,FinTech,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.",2000000.0,Seed,Seed,2021,Financials
Urban Company,New Delhi,Home services,"Urban Company (Formerly UrbanClap) is a home and beauty services platform in India, Middle East, Singapore and Australia",188000000.0,Seed,unknown,2021,Consumer Discretionary
Comofi Medtech,Bangalore,HealthTech,Comofi Medtech is a healthcare robotics startup.,200000.0,Seed,unknown,2021,Health Care
Taikee,Mumbai,E-commerce,"Taikee is the ISO-certified, B2B e-commerce platform of Peel-Works, enabling better lives for corner stores.",1000000.0,Seed,unknown,2021,Consumer Discretionary
Fitterfly,Mumbai,HealthTech,"Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition.",3000000.0,Pre-series A,Pre-seed,2021,Health Care
FreeStand,New Delhi,B2B service,FreeStand enables FMCG brands to execute trackable and scalable product sampling campaigns.,100000.0,Seed,unknown,2021,Consumer Discretionary
MyDentalPlan,Bangalore,Helathcare,My Dental Plan provides dental care packages and services.,700000.0,Seed,Seed,2021,Health Care
Freyr Energy,Hyderabad,Renewable Energy,"Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",2000000.0,Seed,unknown,2021,Energy
DealShare,Jaipur,E-commerce,DealShare is a Social Commerce Startup,9000000.0,Seed,unknown,2021,Consumer Discretionary
Tessolve,Bangalore,Electronics,"Tessolve Semiconductor offers engineering in semiconductor design, test/product engineering, failure analysis, systems design.",40000000.0,Seed,unknown,2021,Information Technology
Smart Joules,New Delhi,Renewable Energy,Smart Joules is an energy management company.,49000000.0,Seed,unknown,2021,Energy
ORAI,Bangalore,IT startup,AI-Powered Robotic Virtual Assistant (RVA) for Amplifying Performance of Poor quality leads and bring more MQL and SQL,400000.0,Pre-series A,Pre-seed,2021,Information Technology
ixamBee,New Delhi,EdTech,ixamBee is to provide best online learning experience for preparation of competitive exams.,300000.0,Seed,Seed,2021,Information Technology
CoinSwitch Kuber,Bangalore,FinTech,CoinSwitch Kuber is an India-based cryptocurrency exchange platform.,25000000.0,Series B,"Series B,C,D&E",2021,Financials
Razorpay,Bangalore,FinTech,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.",160000000.0,Series E,"Series B,C,D&E",2021,Financials
ZFW Hospitality,New Delhi,Food & Beverages,Creating a sustainable and scalable cloud kitchen network.,150000.0,Pre-seed,Pre-seed,2021,Consumer Discretionary
Optimized Electrotech,Ahmadabad,Aeorspace,"Long distance, multispectral Surveillance Equipment for Defense, Aerospace, Critical Asset Protection",1800000.0,Pre-series A,Pre-seed,2021,unknown
Northern Arc,Chennai,FinTech,Northern Arc Capital is a Non-Banking Finance Company that provides borrows with access to debt investors.,5000000.0,Seed,unknown,2021,Financials
Chara,Bangalore,Deep Tech,"A scalable, cloud-controlled, and rare earth mineral free Hardware and Software platform for the Switched Reluctance Motor and other magnet free motor technologies.",850000.0,Seed,Seed,2021,Information Technology
Sirona Hygiene,New Delhi,HealthTech,Solving unaddressed Intimate & Menstrual Hygiene issues with our award-winning innovative & modern products.,3000000.0,Series A,Series A,2021,Health Care
Pristyn Care,Gurugram,HealthTech,Pristyn Care is Health Care Startup that is disrupting Elective Surgery Procedures,53000000.0,Series D,"Series B,C,D&E",2021,Health Care
TrulyMadly,New Delhi,Dating,Trulymadly is a dating platform that uses a match making algorithm.,2000000.0,Pre-series A,Pre-seed,2021,Consumer Discretionary
Jambox Games,Bangalore,Gaming,"A competitive game publishing platform to help developers in India and Southeast Asia to publish their games, and compete with the global incumbents.",1100000.0,Seed,Seed,2021,Consumer Discretionary
Miko,Mumbai,Robotics,"Miko is an advanced robotics startup focusing on robotics, AI & IoT.",6000000.0,Seed,unknown,2021,Information Technology
TagZ Foods,Bangalore,Food,TagZ Foods is a supplier of snacks and food products.,500000.0,Pre-series A,Pre-seed,2021,Consumer Discretionary
Fuel Buddy,New Delhi,Oil and Energy,FuelBuddy is the FIRST legal private company in India to have permissions in place to deliver fuel. FUELDELIVERY APP.,1000000.0,Seed,unknown,2021,Energy
M1xchange,Gurugram,FinTech,M1 an online exchange for TReDS set up under the approval RBI to facilitate discounting of invoices on a PAN India basis.,10000000.0,Seed,unknown,2021,Financials
Spintly,Goa,Tech Startup,Wireless cloud based access control platform,500000.0,Seed,unknown,2021,unknown
EF Polymer,Rajsamand,AgriTech,Sustainable Agriculture by creating sustainable inputs solution for agriculture to save water and fertilizer with enhancing yield.,200000.0,Seed,unknown,2021,Information Technology
boAt,New Delhi,Electronics,boAt is a consumer electronics and lifestyle company.,6000000.0,Seed,unknown,2021,Information Technology
iBus,Bangalore,Telecommuncation,iBus Networks is an in-building connectivity solutions company,21000000.0,Seed,unknown,2021,unknown
Puresh Daily,Ranchi,Milk startup,PUREandFRES-Milk delivers fresh milk directly from its farm to home. Fresh Milk without any trace of chemicals is packed and sealed in glass bottle.,100000.0,Seed,Seed,2021,Consumer Staple
LearnVern,Ahmadabad,EdTech,LearnVern.com is a training portal where anyone can learn any course in vernacular languages for free.,1000000.0,Seed,unknown,2021,Information Technology
Dybo,Bangalore,IT,Product Visualisation Technology for Commerce,100000.0,Seed,Seed,2021,Information Technology
moEVing,Gurugram,Logistics,"Delivering clean, cost-effective and efficient mobility solutions.",1000000.0,Seed,Seed,2021,Industrial
WeWork India,Bangalore,Hospitality,"Transform buildings into beautiful, collaborative workspaces and provide infrastructure, services, events and tech",26000000.0,Seed,unknown,2021,Health Care
Solethreads,Gurugram,Fashion,SOLETHREADS is a ‘Made in India’ footwear brand that’s creating a flip flop revolution.,1000000.0,Series A,Series A,2021,Consumer Discretionary
Beldara,Mumbai,E-commerce,"BELDARA.COM IS A GLOBAL B2B marketplace, enables businesses to sell worldwide.",7400000.0,Seed,unknown,2021,Consumer Discretionary
CredFlow,New Delhi,FinTech,CredFlow provides financial solutions to automate your cashflows.,2000000.0,Seed,Seed,2021,Financials
Do Your Thng,Gurugram,Marketing,World's first shared economy platform for digital assets.,1500000.0,Seed,unknown,2021,Consumer Discretionary
Oye Rickshaw,Gurugram,Transportation,Oye Rickshaw is an electric vehicle energy solutions company that connects people with public transportation using a booking app.,3000000.0,Seed,unknown,2021,Industrial
Legitquest,New Delhi,LegalTech,LegitQuest is a legal-tech company that operates a legal research platform with Indian case laws.,600000.0,Seed,unknown,2021,Consumer Discretionary
Swiggy,Bangalore,Food delivery,Swiggy is an on-demand food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,800000000.0,Seed,unknown,2021,Consumer Discretionary
PlayShifu,Bangalore,EdTech,PlayShifu is an EdTech startup that offers teaching/learning tools for kids (4-12 years of age).,17000000.0,Series B,"Series B,C,D&E",2021,Information Technology
Pitstop,Bangalore,Automotive,Pitstop offers general repair and maintenance services for cars through its doorstep service vehicles.,3500000.0,Pre-series B,Pre-seed,2021,unknown
CRED,Bangalore,FinTech,CRED is a members-only credit card management and bill payments platform that rewards users every time they pay their credit card bills.,215000000.0,Series D,"Series B,C,D&E",2021,Financials
Karnival,Bangalore,SaaS startup,A SAAS platform for retailers and brands to create wonderful post purchase customer journeys using smart receipts technology,2500000.0,Seed,Seed,2021,Information Technology
PharmEasy,Mumbai,HealthTech,"PharmEasy is a health tech startup offering services such as teleconsultation, medicine deliveries, and diagnostic test sample collection.",350000000.0,Series E,"Series B,C,D&E",2021,Health Care
WESS,Mumbai,Renewable Energy,Waaree is India's Largest Solar Module Manufacturer & fastest growing EPC company with Presence across 68 countries.,2000000.0,Seed,Seed,2021,Energy
ShopSe,Mumbai,FinTech,Make purchases online or at neighborhood store in easy EMIs through ShopSe.,5500000.0,Seed,unknown,2021,Financials
Fantasy Akhada,Gurugram,Fantasy sports,Fantasy Akhada offers fantasy sports platform for cricket and football.,600000.0,Seed,unknown,2021,Consumer Discretionary
Groww,Bangalore,FinTech,Groww is an investment platform that offers a new way of investing money with stockbroking and direct mutual funds.,83000000.0,Series D,"Series B,C,D&E",2021,Financials
Avanti Finance,Bangalore,FinTech,Avanti Finance lends relatively large but trust-based loans without formal credit footprint.,26000000.0,Series A,Series A,2021,Financials
OfBusiness,Gurugram,FinTech,OfBusiness is a financing platform that offers smart financing to SMEs.,110000000.0,Seed,unknown,2021,Financials
Superpro.ai,Bangalore,Video communication,Enabling independent professionals to bring offline consulting online with AI,3000000.0,Seed,Seed,2021,Consumer Discretionary
ShareChat,Bangalore,Social Media,ShareChat is a social networking and regional content platform.,500000000.0,Seed,unknown,2021,Consumer Discretionary
WiT-ACE,Gurugram,Skill development,"Offer accelerated career experiences for women by Enabling, Engaging & Employing them to be in decision making roles.",1000000.0,Seed,Seed,2021,Consumer Discretionary
Spinny,Gurugram,Retail,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,65000000.0,Series C,"Series B,C,D&E",2021,Consumer Discretionary
